network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,849,861,914,,,,,,,862,7471,7510,7546,,,,
testnet,default,transfer-erc20-test,,,0,751,754,793,,,,,,,757,7271,7303,7349,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,525,568,623,,,,,569,6932,,,6948,7006,,,570,9049
testnet,default,transfer-cadence-test,,,0,521,527,590,,,,,528,4778,,,4796,7554,,,529,7902
mainnet,default,transfer-test,,,0,1173,1203,1242,,,,,,,1204,4568,4576,4615,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,623,664,750,,,,,665,7717,,,7741,7830,,,666,12260
testnet,ALCHEMY_URL,transfer-test,,,0,756,803,887,,,,,,,804,7746,7785,7865,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,1,682,703,801,,,,,,,706,7632,7645,7724,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,841,860,989,,,,,,,861,4622,4638,4716,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,508,554,586,,,,,,,555,7003,7051,7077,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,418,451,483,,,,,,,454,6904,6953,6981,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,705,705,745,,,,,,,705,7283,7312,7351,,,,
mainnet,default,headless-kittypunch-swap-1,0,20923,,,,,20944,29484,29490,48145,,,,,,,48165,54998,,
