network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,667,705,736,,,,,,,706,7187,7192,7223,,,,
testnet,default,transfer-erc20-test,,,0,485,505,539,,,,,,,507,6977,6983,7014,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,270,282,315,,,,,282,6585,,,6615,6650,,,284,9722
testnet,default,transfer-cadence-test,,,0,284,324,397,,,,,324,5548,,,5595,8546,,,326,8657
mainnet,default,transfer-test,,,0,642,652,658,,,,,,,654,6890,6906,6911,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,402,441,490,,,,,442,7149,,,7178,7233,,,444,10253
testnet,ALCHEMY_URL,transfer-test,,,0,593,607,658,,,,,,,608,7058,7107,7128,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,349,350,390,,,,,,,353,6813,6858,6910,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,535,554,587,,,,,,,555,7054,7102,7129,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,325,354,358,,,,,,,354,6585,6593,6597,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,243,252,260,,,,,,,254,6488,6539,6545,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,491,501,507,,,,,,,502,6742,6778,6783,,,,
mainnet,default,headless-kittypunch-swap-1,0,20774,,,,,20798,29059,29108,47648,,,,,,,47694,54531,,
