network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,719,758,812,,,,,,,,,758,7318,7356,7392,,,,
testnet,default,transfer-erc20-test,,,0,757,757,797,,,,,,,,,760,7274,7306,7342,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,523,546,601,,,,,,,546,6879,,,6880,6934,,,548,10044
testnet,default,transfer-cadence-test,,,0,312,322,360,,,,,,,323,4538,,,4550,8048,,,324,8730
mainnet,default,transfer-test,,,0,1108,1114,1155,,,,,,,,,1115,7721,7753,7793,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,707,745,833,,,,,,,746,5454,,,5473,5590,,,748,7632
testnet,ALCHEMY_URL,transfer-test,,,0,1128,1152,1240,,,,,,,,,1153,8042,8092,8165,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,944,959,1043,,,,,,,,,962,7816,7850,7921,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,926,958,1027,,,,,,,,,958,8040,8071,8145,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,574,603,633,,,,,,,,,604,7060,7065,7092,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,455,502,536,,,,,,,,,505,6983,7009,7040,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,592,604,644,,,,,,,,,605,7213,7261,7301,,,,
mainnet,default,headless-kittypunch-swap-1,0,21107,,,,,21110,29473,,,29507,49117,,,,,,,49139,55987,,
mainnet,default,headless-kittypunch-swap-2,0,2044,,,,,,,2085,8707,8736,27717,,,,,,,27767,34696,,
