network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,463,460,479,,,461,6836,6844,6862,,
testnet,default,transfer-erc20-test,0,286,308,330,,,310,6689,6697,6716,,
testnet,default,transfer-cadence-soft-finality-test,0,369,418,467,419,4563,,,4603,4655,420,8782
testnet,default,transfer-cadence-test,0,326,368,408,369,6569,,,6596,9597,371,10805
mainnet,default,transfer-test,0,532,562,586,,,563,7106,7155,7179,,
testnet,ALCHEMY_URL,transfer-test,0,580,614,652,,,615,7152,7152,7189,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,314,359,408,,,362,6874,6897,6929,,
mainnet,ALCHEMY_URL,transfer-test,0,289,308,342,,,309,6795,6796,6831,,
testnet,QUICKNODE_URL,transfer-test,0,288,306,325,,,307,6684,6696,6714,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,426,458,481,,,461,6838,6877,6897,,
mainnet,QUICKNODE_URL,transfer-test,0,314,354,469,,,355,7063,7107,7131,,
