network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,693,710,745,,,,,,,,,710,7203,7208,7242,,,,
testnet,default,transfer-erc20-test,,,0,670,705,744,,,,,,,,,708,7194,7200,7238,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,573,572,626,,,,,,,573,7924,,,7965,8004,,,574,10067
testnet,default,transfer-cadence-test,,,1,321,357,438,,,,,,,358,5685,,,5688,8512,,,360,8825
mainnet,default,transfer-test,,,0,957,960,985,,,,,,,,,961,4169,4184,4208,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,611,620,702,,,,,,,621,6507,,,6508,6574,,,622,10797
testnet,ALCHEMY_URL,transfer-test,,,0,531,557,604,,,,,,,,,558,7294,7305,7374,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,460,509,558,,,,,,,,,512,7147,7166,7213,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,624,656,710,,,,,,,,,657,7303,7353,7410,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,531,553,574,,,,,,,,,554,6931,6953,6971,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,519,556,581,,,,,,,,,559,6941,6968,6990,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,695,714,739,,,,,,,,,715,7144,7170,7194,,,,
mainnet,default,headless-kittypunch-swap-1,0,21177,,,,,21221,29481,,,29512,48298,,,,,,,48345,54986,,
mainnet,default,headless-kittypunch-swap-2,0,2055,,,,,,,2104,8496,8543,26928,,,,,,,26945,33885,,
