network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,920,959,1046,,,,,,,,,960,7714,7722,7766,,,,
testnet,default,transfer-erc20-test,,,0,550,555,606,,,,,,,,,558,13596,13633,13680,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,560,571,670,,,,,,,572,7096,,,7098,7185,,,574,10324
testnet,default,transfer-cadence-test,,,0,360,359,428,,,,,,,360,4601,,,4634,8069,,,361,7752
mainnet,default,transfer-test,,,0,1004,1052,1123,,,,,,,,,1051,7744,7776,7846,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,870,915,1045,,,,,,,916,8335,,,8354,8521,,,917,11927
testnet,ALCHEMY_URL,transfer-test,,,1,1216,1260,1385,,,,,,,,,1261,8469,8516,8635,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1194,1209,1342,,,,,,,,,1212,8346,8360,8469,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,4669,4671,4794,,,,,,,,,4672,12172,12214,12335,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,790,802,863,,,,,,,,,803,7616,7640,7700,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,712,753,818,,,,,,,,,756,7556,7588,7651,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,674,704,780,,,,,,,,,704,7414,7431,7502,,,,
mainnet,default,headless-kittypunch-swap-1,0,20961,,,,,21008,29708,,,29717,48294,,,,,,,48320,55376,,
mainnet,default,headless-kittypunch-swap-2,0,2015,,,,,,,2029,8099,8105,27127,,,,,,,27164,34015,,
