network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1043,1072,1134,,,1073,7859,7901,7962,,
testnet,default,transfer-erc20-test,0,549,560,626,,,563,7364,7400,7464,,
testnet,default,transfer-cadence-soft-finality-test,0,788,802,889,802,8501,,,8507,8596,804,12876
testnet,default,transfer-cadence-test,0,663,676,749,676,7213,,,7260,9825,678,10527
mainnet,default,transfer-test,0,923,969,1033,,,970,7816,7865,7928,,
mainnet,default,transfer-cadence-soft-finality-test,0,594,615,726,616,7493,,,7506,7615,618,10823
testnet,ALCHEMY_URL,transfer-test,0,1561,1581,1867,,,1582,9765,9798,9933,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1208,1225,1483,,,1227,8855,8882,8992,,
mainnet,ALCHEMY_URL,transfer-test,0,1434,1481,1619,,,1482,5968,5974,6103,,
testnet,QUICKNODE_URL,transfer-test,0,486,510,563,,,511,7240,7254,7310,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,505,510,571,,,513,7292,7301,7359,,
mainnet,QUICKNODE_URL,transfer-test,0,582,617,680,,,618,7485,7508,7573,,
