network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,743,752,789,,,,,,,,,753,7291,7337,7372,,,,
testnet,default,transfer-erc20-test,,,0,657,705,762,,,,,,,,,708,7286,7334,7370,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,512,534,689,,,,,,,535,6908,,,6910,6966,,,536,10086
testnet,default,transfer-cadence-test,,,0,562,601,659,,,,,,,602,5903,,,5923,8622,,,603,9028
mainnet,default,transfer-test,,,0,918,959,999,,,,,,,,,960,7544,7552,7592,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,802,815,900,,,,,,,816,5954,,,5989,6075,,,817,12409
testnet,ALCHEMY_URL,transfer-test,,,0,697,704,777,,,,,,,,,704,7582,7603,7679,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,695,704,801,,,,,,,,,707,7560,7604,7677,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,906,905,1262,,,,,,,,,906,7844,7852,7947,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,2869,2909,2935,,,,,,,,,2909,9356,9388,9414,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,536,553,586,,,,,,,,,556,7004,7020,7047,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,629,653,693,,,,,,,,,653,7237,7282,7322,,,,
mainnet,default,headless-kittypunch-swap-1,0,21072,,,,,21092,29316,,,29343,47665,,,,,,,47673,54594,,
mainnet,default,headless-kittypunch-swap-2,0,1933,,,,,,,1980,8523,8531,26985,,,,,,,26993,34014,,
