network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,372,407,413,,,408,6652,6660,6666,,
testnet,default,transfer-erc20-test,0,147,152,163,,,156,6394,6396,6402,,
testnet,default,transfer-cadence-soft-finality-test,0,460,467,507,468,6684,,,6728,6768,470,9811
testnet,default,transfer-cadence-test,0,236,250,269,251,5428,,,5448,8242,253,8547
mainnet,default,transfer-test,0,273,305,311,,,306,6550,6594,6600,,
mainnet,default,transfer-cadence-soft-finality-test,0,466,467,512,468,7256,,,7269,7319,470,12469
testnet,ALCHEMY_URL,transfer-test,0,298,304,337,,,305,6719,6741,6766,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,238,255,279,,,259,6635,6656,6682,,
mainnet,ALCHEMY_URL,transfer-test,0,198,202,229,,,203,12997,13006,13021,,
testnet,QUICKNODE_URL,transfer-test,0,144,156,161,,,157,6395,6397,6401,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,150,152,162,,,156,6389,6409,6416,,
mainnet,QUICKNODE_URL,transfer-test,0,176,203,210,,,205,6449,6496,6501,,
