network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,734,765,791,,,765,3999,4031,4057,,
testnet,default,transfer-erc20-test,0,352,363,396,,,366,3628,3632,3661,,
testnet,default,transfer-cadence-soft-finality-test,0,569,609,667,609,3785,,,3824,3881,611,6971
testnet,default,transfer-cadence-test,0,348,388,431,388,4639,,,4675,6311,390,6765
mainnet,default,transfer-test,0,860,870,909,,,870,13892,13933,13971,,
mainnet,default,transfer-cadence-soft-finality-test,0,907,934,1021,934,7215,,,7214,7299,935,12622
testnet,ALCHEMY_URL,transfer-test,0,1454,1480,1693,,,1480,5634,5666,5781,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1213,1225,1348,,,1228,5520,5566,5775,,
testnet,QUICKNODE_URL,transfer-test,0,368,411,438,,,411,3652,3676,3707,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,365,408,439,,,411,3648,3678,3708,,
mainnet,QUICKNODE_URL,transfer-test,1,597,612,652,,,613,7195,7244,7283,,
