network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1612,1632,1692,,,,,,,,,1632,8132,8161,8196,,,,
testnet,default,transfer-erc20-test,,,0,630,663,702,,,,,,,,,665,7168,7201,7260,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,461,500,539,,,,,,,500,5722,,,5756,5794,,,502,8870
testnet,default,transfer-cadence-test,,,0,257,265,304,,,,,,,265,6599,,,6599,8302,,,267,8677
mainnet,default,transfer-test,,,0,603,612,621,,,,,,,,,612,6895,6944,6953,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,281,281,332,,,,,,,281,6059,,,6102,6182,,,283,10228
testnet,ALCHEMY_URL,transfer-test,,,0,761,768,809,,,,,,,,,768,7324,7350,7389,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,634,667,699,,,,,,,,,670,7157,7205,7244,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,518,561,610,,,,,,,,,561,7160,7198,7231,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,380,408,417,,,,,,,,,408,6683,6686,6694,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,325,357,369,,,,,,,,,359,6635,6639,6650,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,626,663,672,,,,,,,,,664,3739,3777,3785,,,,
mainnet,default,headless-kittypunch-swap-1,0,20924,,,,,20932,29322,,,29359,47917,,,,,,,47943,54365,,
mainnet,default,headless-kittypunch-swap-2,0,1955,,,,,,,1955,8495,8545,27011,,,,,,,27031,33868,,
