network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,843,856,937,,,,,,,,,857,4299,4330,4382,,,,
testnet,default,transfer-erc20-test,,,0,575,609,667,,,,,,,,,612,4057,4085,4137,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,473,522,605,,,,,,,523,3834,,,3842,3921,,,524,7058
testnet,default,transfer-cadence-test,,,0,440,457,541,,,,,,,457,5895,,,5918,7685,,,459,8073
mainnet,default,transfer-test,,,0,930,968,993,,,,,,,,,969,4178,4183,4208,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,1,434,467,536,,,,,,,468,7506,,,7511,7577,,,470,9600
testnet,ALCHEMY_URL,transfer-test,,,0,763,764,847,,,,,,,,,765,7525,7553,7622,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,554,561,630,,,,,,,,,563,7313,7347,7408,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1094,1122,1244,,,,,,,,,1123,7819,7860,7927,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,547,561,584,,,,,,,,,562,3754,3776,3798,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,512,560,583,,,,,,,,,563,13363,13366,13387,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,583,612,637,,,,,,,,,612,7041,7042,7066,,,,
mainnet,default,headless-kittypunch-swap-1,0,20975,,,,,20990,29465,,,29510,47781,,,,,,,47793,51149,,
mainnet,default,headless-kittypunch-swap-2,0,1935,,,,,,,1958,8288,8289,26816,,,,,,,26823,33767,,
