network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,610,609,636,,,610,7061,7100,7126,,
testnet,default,transfer-erc20-test,0,346,358,389,,,360,6812,6854,6883,,
testnet,default,transfer-cadence-soft-finality-test,0,393,432,493,433,6864,,,6864,6924,434,10058
testnet,default,transfer-cadence-test,0,355,394,433,395,4706,,,4735,7731,397,7889
mainnet,default,transfer-test,0,639,658,689,,,658,7190,7234,7273,,
mainnet,default,transfer-cadence-soft-finality-test,0,627,672,753,673,6932,,,6948,7030,674,12343
testnet,ALCHEMY_URL,transfer-test,0,880,917,981,,,918,4505,4540,4594,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,743,768,837,,,771,4249,4292,4344,,
mainnet,ALCHEMY_URL,transfer-test,0,686,714,763,,,714,7405,7455,7504,,
testnet,QUICKNODE_URL,transfer-test,0,344,357,384,,,358,6816,6837,6865,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,403,408,442,,,411,6876,6895,6924,,
mainnet,QUICKNODE_URL,transfer-test,0,558,560,592,,,561,7075,7094,7128,,
