network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,751,765,822,,,766,7541,7550,7607,,
testnet,default,transfer-erc20-test,0,523,566,628,,,570,7345,7361,7420,,
testnet,default,transfer-cadence-soft-finality-test,0,542,545,642,546,6089,,,6108,6206,547,10497
testnet,default,transfer-cadence-test,0,503,506,606,507,8196,,,8214,11097,509,11491
mainnet,default,transfer-test,0,587,608,671,,,609,7426,7469,7533,,
mainnet,default,transfer-cadence-soft-finality-test,0,830,877,983,878,5138,,,5170,5274,880,10629
testnet,ALCHEMY_URL,transfer-test,0,1457,1480,1722,,,1480,9204,9240,9350,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1458,1479,1705,,,1482,9398,9399,9506,,
mainnet,ALCHEMY_URL,transfer-test,0,1060,1076,1183,,,1077,5138,5173,5415,,
testnet,QUICKNODE_URL,transfer-test,0,716,721,781,,,721,13995,14017,14076,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,616,663,729,,,666,7486,7515,7579,,
mainnet,QUICKNODE_URL,transfer-test,0,808,821,884,,,822,7599,7614,7676,,
