network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,547,560,617,,,561,4065,4106,4165,,
testnet,default,transfer-erc20-test,0,513,557,619,,,560,4076,4102,4166,,
testnet,default,transfer-cadence-soft-finality-test,0,630,636,727,637,3944,,,3977,4064,639,7214
testnet,default,transfer-cadence-test,0,571,608,686,608,3945,,,3986,7283,610,7236
mainnet,default,transfer-test,0,736,761,823,,,761,7568,7588,7650,,
mainnet,default,transfer-cadence-soft-finality-test,0,583,608,3713,609,5576,,,5603,6410,610,12182
testnet,ALCHEMY_URL,transfer-test,0,1623,1623,1739,,,1624,5634,5664,5772,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1015,1063,1171,,,1066,4939,4969,5076,,
mainnet,ALCHEMY_URL,transfer-test,0,908,912,1018,,,913,8019,8039,8143,,
testnet,QUICKNODE_URL,transfer-test,0,550,562,620,,,563,7287,7294,7351,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,507,507,568,,,509,7283,7291,7350,,
mainnet,QUICKNODE_URL,transfer-test,0,708,712,774,,,713,7516,7548,7609,,
