network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,942,969,1030,,,,,,,,,970,7811,7820,7881,,,,
testnet,default,transfer-erc20-test,,,0,899,916,993,,,,,,,,,919,7717,7718,7779,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,646,684,795,,,,,,,684,6151,,,6160,6223,,,686,9352
testnet,default,transfer-cadence-test,,,0,641,678,788,,,,,,,678,7445,,,7487,9790,,,680,10638
mainnet,default,transfer-test,,,0,628,663,734,,,,,,,,,664,13830,13873,13944,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,761,807,921,,,,,,,808,5653,,,5672,5937,,,809,9136
testnet,ALCHEMY_URL,transfer-test,,,0,867,871,999,,,,,,,,,871,8176,8187,8291,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,706,714,821,,,,,,,,,717,7985,8012,8127,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,820,867,971,,,,,,,,,868,8060,8066,8203,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,768,816,891,,,,,,,,,817,7764,7808,7883,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,769,816,894,,,,,,,,,818,7734,7760,7833,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,610,612,683,,,,,,,,,613,7313,7322,7393,,,,
mainnet,default,headless-kittypunch-swap-1,0,21289,,,,,21300,29502,,,29518,47843,,,,,,,47857,54702,,
mainnet,default,headless-kittypunch-swap-2,0,2808,,,,,,,2833,8927,8967,27406,,,,,,,27441,31314,,
