network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,957,959,1013,,,959,4258,4287,4328,,
testnet,default,transfer-erc20-test,0,935,955,1007,,,957,7432,7458,7491,,
testnet,default,transfer-cadence-soft-finality-test,0,476,512,614,513,4891,,,4892,4926,514,7225
testnet,default,transfer-cadence-test,0,298,317,487,317,4609,,,4645,7082,319,7717
mainnet,default,transfer-test,0,695,706,711,,,707,3741,3785,3790,,
mainnet,default,transfer-cadence-soft-finality-test,0,442,490,538,491,31502,,,31529,31576,493,31502
testnet,ALCHEMY_URL,transfer-test,0,532,554,616,,,555,3880,3928,3966,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,431,452,488,,,455,3694,3725,3756,,
mainnet,ALCHEMY_URL,transfer-test,0,419,455,486,,,455,7091,7135,7172,,
testnet,QUICKNODE_URL,transfer-test,0,350,354,359,,,355,3391,3421,3426,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,441,453,462,,,456,6696,6734,6741,,
mainnet,QUICKNODE_URL,transfer-test,0,1429,1456,1463,,,1456,7696,7734,7739,,
