network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,406,408,442,,,409,3703,3727,3760,,
testnet,default,transfer-erc20-test,0,337,357,387,,,359,3586,3625,3653,,
testnet,default,transfer-cadence-soft-finality-test,0,554,587,653,588,3794,,,3805,3871,589,5932
testnet,default,transfer-cadence-test,0,338,377,420,378,3558,,,3600,5765,380,6744
mainnet,default,transfer-test,0,1179,1224,1294,,,1225,7928,7958,7996,,
mainnet,default,transfer-cadence-soft-finality-test,0,3634,3675,3754,3676,9918,,,9950,10729,3677,14195
testnet,ALCHEMY_URL,transfer-test,0,496,510,564,,,511,3906,3929,3968,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,425,459,502,,,462,3830,3880,3918,,
mainnet,ALCHEMY_URL,transfer-test,0,1128,1173,1227,,,1174,7783,7805,7856,,
testnet,QUICKNODE_URL,transfer-test,0,352,357,391,,,357,3598,3623,3649,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,341,356,388,,,359,3606,3624,3653,,
mainnet,QUICKNODE_URL,transfer-test,0,750,768,913,,,769,7429,7454,7499,,
