network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,159,202,208,,,203,6443,6472,6479,,
testnet,default,transfer-erc20-test,0,222,254,263,,,257,3292,3341,3348,,
testnet,default,transfer-cadence-soft-finality-test,0,299,309,348,309,5527,,,5543,5581,311,8646
testnet,default,transfer-cadence-test,0,211,224,243,224,3281,,,3296,6694,226,7440
mainnet,default,transfer-test,0,259,306,313,,,307,6553,6577,6583,,
mainnet,default,transfer-cadence-soft-finality-test,0,240,239,388,240,5163,,,5181,6434,241,10377
testnet,ALCHEMY_URL,transfer-test,0,381,403,429,,,404,6824,6861,6884,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,520,558,577,,,561,3710,3740,3753,,
mainnet,ALCHEMY_URL,transfer-test,0,233,252,266,,,253,6581,6605,6618,,
testnet,QUICKNODE_URL,transfer-test,0,145,153,160,,,153,6393,6418,6423,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,149,154,164,,,157,6393,6421,6428,,
mainnet,QUICKNODE_URL,transfer-test,0,204,252,259,,,253,6497,6520,6527,,
