network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,512,557,566,,,,,,,,,558,6833,6875,6883,,,,
testnet,default,transfer-erc20-test,,,0,361,408,422,,,,,,,,,411,6687,6704,6714,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,531,578,619,,,,,,,579,5792,,,5809,5852,,,580,8928
testnet,default,transfer-cadence-test,,,0,251,294,346,,,,,,,295,5484,,,5526,8978,,,297,9669
mainnet,default,transfer-test,,,0,1083,1108,1118,,,,,,,,,1109,4190,4238,4248,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,557,607,676,,,,,,,607,7844,,,7851,7903,,,609,13048
testnet,ALCHEMY_URL,transfer-test,,,0,716,755,802,,,,,,,,,756,7342,7376,7421,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,586,609,666,,,,,,,,,612,7114,7128,7171,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,743,760,790,,,,,,,,,761,7291,7327,7359,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,629,656,665,,,,,,,,,657,6934,6964,6972,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,376,403,415,,,,,,,,,405,6679,6713,6723,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,564,603,613,,,,,,,,,603,6883,6924,6932,,,,
mainnet,default,headless-kittypunch-swap-1,0,21266,,,,,21309,23412,,,23441,41753,,,,,,,41790,54637,,
mainnet,default,headless-kittypunch-swap-3,0,17943,,,,,17997,20262,,,20279,36011,,,,,,,36016,40337,,
mainnet,default,headless-kittypunch-swap-4,0,1684,,,,,,,1719,4867,4904,20726,,,,,,,20758,28082,,
