network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,690,707,761,,,,,,,,,708,4002,4030,4067,,,,
testnet,default,transfer-erc20-test,,,0,821,856,912,,,,,,,,,858,4221,4259,4295,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,577,616,670,,,,,,,617,4874,,,4895,4948,,,618,6973
testnet,default,transfer-cadence-test,,,0,346,387,441,,,,,,,388,4648,,,4660,6100,,,389,6766
mainnet,default,transfer-test,,,0,704,709,748,,,,,,,,,710,4054,4083,4122,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,1652,1675,1754,,,,,,,1675,7252,,,7297,7377,,,1677,11544
testnet,ALCHEMY_URL,transfer-test,,,0,666,708,794,,,,,,,,,708,4294,4328,4402,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,539,552,627,,,,,,,,,555,4091,4123,4195,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,966,1008,1079,,,,,,,,,1008,7965,7995,8063,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,511,554,581,,,,,,,,,555,3781,3826,3852,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,508,551,585,,,,,,,,,554,3782,3816,3846,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,554,553,592,,,,,,,,,554,7133,7182,7221,,,,
mainnet,default,headless-kittypunch-swap-1,0,21238,,,,,21255,29749,,,29791,48180,,,,,,,48204,54868,,
mainnet,default,headless-kittypunch-swap-2,0,2300,,,,,,,2328,8676,8681,27321,,,,,,,27334,34301,,
