network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,576,611,636,,,,,,,612,3798,3830,3853,,,,
testnet,default,transfer-erc20-test,,,0,383,408,433,,,,,,,411,3573,3578,3598,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,544,554,605,,,,,555,3777,,,3822,3874,,,556,6944
testnet,default,transfer-cadence-test,,,0,314,363,399,,,,,364,3584,,,3584,6656,,,365,7834
mainnet,default,transfer-test,,,0,515,562,587,,,,,,,563,6992,7042,7066,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,472,503,575,,,,,503,4923,,,4942,5009,,,504,10267
testnet,ALCHEMY_URL,transfer-test,,,0,461,509,559,,,,,,,510,3845,3880,3908,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,402,409,462,,,,,,,412,3721,3733,3767,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,476,510,539,,,,,,,510,6996,7040,7066,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,353,357,382,,,,,,,359,3534,3580,3602,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,276,305,332,,,,,,,308,3481,3527,3547,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,515,560,585,,,,,,,561,6993,6995,7020,,,,
mainnet,default,headless-kittypunch-swap-3,0,17917,,,,,17938,61461,61490,77244,,,,,,,77244,87106,,
