network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,4273,4322,4394,,,,,,,4322,7962,8007,8078,,,,
testnet,default,transfer-erc20-test,,,0,747,763,839,,,,,,,766,4420,4461,4535,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,695,727,831,,,,,728,4159,,,4202,4313,,,729,7504
testnet,default,transfer-cadence-test,,,0,572,613,710,,,,,614,4032,,,4040,7709,,,615,7358
mainnet,default,transfer-test,,,0,1475,1514,1609,,,,,,,1515,8483,8499,8602,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,751,795,952,,,,,796,5618,,,5631,5787,,,797,10253
testnet,ALCHEMY_URL,transfer-test,,,0,1837,1872,2115,,,,,,,1872,6463,6472,6725,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1694,1715,1958,,,,,,,1718,5810,5816,5946,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1612,1616,1827,,,,,,,1617,9548,9562,9784,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,749,762,837,,,,,,,763,4411,4455,4528,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,724,760,836,,,,,,,763,4400,4416,4489,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1014,1055,1149,,,,,,,1055,8004,8041,8138,,,,
mainnet,default,headless-kittypunch-swap-1,0,21867,,,,,21911,24773,24799,43374,,,,,,,43414,50945,,
