network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,885,914,980,,,,,,,,,915,4510,4560,4636,,,,
testnet,default,transfer-erc20-test,,,0,653,660,730,,,,,,,,,663,4243,4254,4320,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,834,865,966,,,,,,,866,4198,,,4241,4340,,,867,8607
testnet,default,transfer-cadence-test,,,0,522,572,652,,,,,,,573,3979,,,4000,6965,,,575,7287
mainnet,default,transfer-test,,,0,1073,1115,1187,,,,,,,,,1116,8017,8025,8104,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,594,627,744,,,,,,,627,7917,,,7925,8043,,,629,12430
testnet,ALCHEMY_URL,transfer-test,,,0,1520,1562,1723,,,,,,,,,1563,4582,4609,4847,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1119,1165,1417,,,,,,,,,1168,5414,5418,5552,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1358,1368,1641,,,,,,,,,1369,5876,5925,6115,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,628,658,725,,,,,,,,,658,4239,4245,4311,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,618,667,737,,,,,,,,,670,4260,4291,4359,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,777,809,881,,,,,,,,,810,7720,7731,7802,,,,
mainnet,default,headless-kittypunch-swap-1,0,21043,,,,,21063,23907,,,23914,42153,,,,,,,42188,49768,,
mainnet,default,headless-kittypunch-swap-2,0,3110,,,,,,,3134,7218,7260,25911,,,,,,,25945,33281,,
