network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,690,713,749,,,,,,,714,3994,4033,4070,,,,
testnet,default,transfer-erc20-test,,,0,519,565,605,,,,,,,568,3825,3834,3871,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,485,529,586,,,,,530,4811,,,4816,5173,,,531,7968
testnet,default,transfer-cadence-test,,,0,350,391,449,,,,,392,3619,,,3662,6024,,,394,6782
mainnet,default,transfer-test,,,0,826,867,891,,,,,,,867,7298,7299,7323,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,635,658,731,,,,,659,5230,,,5256,5324,,,660,12779
testnet,ALCHEMY_URL,transfer-test,,,0,566,610,684,,,,,,,611,4127,4135,4193,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,462,509,596,,,,,,,512,3997,4038,4110,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,650,662,720,,,,,,,663,7395,7399,7934,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,543,559,579,,,,,,,560,3723,3728,3747,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,473,512,537,,,,,,,515,3678,3690,3711,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,2995,3015,3040,,,,,,,3016,9448,9495,9519,,,,
mainnet,default,headless-kittypunch-swap-1,0,21375,,,,,21392,31004,31043,49485,,,,,,,49505,52944,,
