network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,647,662,743,,,663,4350,4390,4465,,
testnet,default,transfer-erc20-test,0,644,664,746,,,667,4254,4292,4361,,
testnet,default,transfer-cadence-soft-finality-test,0,607,650,755,651,4075,,,4075,4186,652,7436
testnet,default,transfer-cadence-test,0,558,603,690,604,4040,,,4074,7443,606,7362
mainnet,default,transfer-test,0,683,717,788,,,717,7630,7655,7730,,
mainnet,default,transfer-cadence-soft-finality-test,0,852,863,979,864,5199,,,5201,5313,865,10730
testnet,ALCHEMY_URL,transfer-test,0,747,766,876,,,767,4515,4542,4645,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,636,661,783,,,663,4431,4431,4541,,
mainnet,ALCHEMY_URL,transfer-test,0,699,713,812,,,713,7707,7708,7802,,
testnet,QUICKNODE_URL,transfer-test,0,640,664,740,,,665,4346,4392,4467,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,654,662,745,,,665,4252,4288,4353,,
mainnet,QUICKNODE_URL,transfer-test,0,650,663,763,,,664,7578,7602,7673,,
