providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),GetBalance_Await_hash(waiting),GetBalance_Await_hash(completed),GetBalance_Await_receipt->Change(waiting),GetBalance_Await_receipt->Change(completed),WaitForTransactionExecuted(waiting),WaitForTransactionExecuted(completed),WaitForTransactionReceiptAction(waiting),WaitForTransactionReceiptAction(completed),WaitForTransactionSealed(waiting),WaitForTransactionSealed(completed)
default,transfer-test,0,816,800,879,7400,7613,,,800,7527,,
default,transfer-erc20-test,0,1053,1050,1136,7650,7874,,,1050,7792,,
default,transfer-cadence-soft-finality-test,0,754,700,900,4150,4462,700,4289,,,700,6683
default,transfer-cadence-test,0,538,500,665,6900,8532,500,7106,,,500,9284
ALCHEMY_URL,transfer-test,0,2010,2000,2198,9850,10189,,,2000,10020,,
ALCHEMY_URL,transfer-erc20-test,0,1843,1850,2210,9650,10026,,,1850,9826,,
