network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,885,918,1027,,,,,,,918,4551,4596,4658,,,,
testnet,default,transfer-erc20-test,,,0,861,867,932,,,,,,,868,4403,4440,4502,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,585,620,731,,,,,620,5029,,,5060,5124,,,622,7161
testnet,default,transfer-cadence-test,,,0,502,510,620,,,,,510,3956,,,3981,6773,,,512,7196
mainnet,default,transfer-test,,,0,1131,1173,1244,,,,,,,1173,7885,7911,7983,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,630,676,792,,,,,675,6898,,,6903,7094,,,677,11483
testnet,ALCHEMY_URL,transfer-test,,,0,904,919,1130,,,,,,,920,4721,4750,4862,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,897,918,1044,,,,,,,920,4730,4751,4847,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,861,866,992,,,,,,,866,7963,8013,8121,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,828,867,934,,,,,,,867,4460,4491,4557,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,786,816,887,,,,,,,819,4421,4445,4514,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,920,918,990,,,,,,,919,7628,7654,7725,,,,
mainnet,default,headless-kittypunch-swap-1,0,21238,,,,,21250,30071,30086,48408,,,,,,,48409,55831,,
