network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,721,752,787,,,,,,,753,7242,7291,7325,,,,
testnet,default,transfer-erc20-test,,,0,571,600,641,,,,,,,603,7126,7164,7200,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,469,501,563,,,,,502,7864,,,7881,7921,,,503,9971
testnet,default,transfer-cadence-test,,,0,482,516,555,,,,,517,6818,,,6846,9439,,,519,9938
mainnet,default,transfer-test,,,0,731,751,761,,,,,,,752,7029,7070,7079,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,476,503,557,,,,,504,7404,,,7426,7478,,,505,11606
testnet,ALCHEMY_URL,transfer-test,,,0,657,656,692,,,,,,,657,7115,7130,7161,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,736,752,792,,,,,,,754,7245,7283,7325,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,497,502,532,,,,,,,503,6956,6978,7007,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,279,300,308,,,,,,,300,6636,6683,6691,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,284,302,314,,,,,,,305,6575,6585,6595,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,779,803,813,,,,,,,803,7083,7126,7136,,,,
mainnet,default,headless-kittypunch-swap-1,0,21006,,,,,21027,29270,29315,47773,,,,,,,47819,54654,,
