network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,463,505,524,,,,,,,,,506,6885,6908,6926,,,,
testnet,default,transfer-erc20-test,,,0,397,404,427,,,,,,,,,407,6786,6815,6836,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,356,401,454,,,,,,,400,6770,,,6790,6844,,,402,9940
testnet,default,transfer-cadence-test,,,0,312,353,392,,,,,,,354,5608,,,5631,9205,,,355,9824
mainnet,default,transfer-test,,,0,635,657,683,,,,,,,,,658,7080,7113,7136,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,406,413,479,,,,,,,414,9063,,,9108,9178,,,415,12668
testnet,ALCHEMY_URL,transfer-test,,,0,1040,1059,1138,,,,,,,,,1060,8350,8365,8541,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,979,1010,1141,,,,,,,,,1013,8193,8200,8284,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,846,863,923,,,,,,,,,863,7817,7836,7898,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,433,458,477,,,,,,,,,459,6837,6878,6896,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,449,455,478,,,,,,,,,458,6836,6874,6893,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,422,457,481,,,,,,,,,458,6882,6925,6949,,,,
mainnet,default,headless-kittypunch-swap-1,0,21753,,,,,21765,23912,,,23914,42829,,,,,,,42853,49762,,
mainnet,default,headless-kittypunch-swap-2,0,2524,,,,,,,2546,6407,6454,25433,,,,,,,25460,32482,,
