network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1024,1071,1177,,,,,,,1072,8007,8012,8072,,,,
testnet,default,transfer-erc20-test,,,0,457,459,522,,,,,,,462,7261,7298,7358,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,599,639,746,,,,,639,7344,,,7374,7484,,,641,10632
testnet,default,transfer-cadence-test,,,0,554,591,702,,,,,591,6018,,,6050,9275,,,593,10281
mainnet,default,transfer-test,,,0,1116,1122,1194,,,,,,,1122,7834,7859,7932,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,613,639,754,,,,,640,5752,,,5752,5917,,,642,10405
testnet,ALCHEMY_URL,transfer-test,,,0,1106,1122,1239,,,,,,,1122,8158,8162,8256,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1002,1027,1124,,,,,,,1031,8054,8071,8171,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,932,969,1062,,,,,,,970,4709,4745,4846,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,740,765,834,,,,,,,765,7633,7653,7719,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,762,765,840,,,,,,,767,7658,7705,7777,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,965,969,1042,,,,,,,969,7685,7704,7776,,,,
mainnet,default,headless-kittypunch-swap-1,0,21220,,,,,21271,30274,30310,49010,,,,,,,49026,55907,,
