network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,219,256,261,,,256,3296,3325,3330,,
testnet,default,transfer-erc20-test,0,158,204,213,,,206,3242,3270,3276,,
testnet,default,transfer-cadence-soft-finality-test,0,226,233,271,233,3398,,,3398,3437,235,6519
testnet,default,transfer-cadence-test,0,218,227,249,228,3285,,,3292,6740,229,7443
mainnet,default,transfer-test,0,373,407,413,,,408,6654,6685,6690,,
mainnet,default,transfer-cadence-soft-finality-test,0,531,580,625,580,6387,,,6396,6472,582,11583
testnet,ALCHEMY_URL,transfer-test,0,605,612,641,,,613,3778,3828,3862,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,267,307,338,,,310,3458,3477,3498,,
mainnet,ALCHEMY_URL,transfer-test,0,488,509,551,,,510,13555,13567,13604,,
testnet,QUICKNODE_URL,transfer-test,0,238,254,260,,,254,3290,3318,3323,,
testnet,QUICKNODE_URL,transfer-erc20-test,1,314,355,364,,,358,3394,3421,3427,,
mainnet,QUICKNODE_URL,transfer-test,0,370,407,413,,,408,6652,6686,6691,,
