network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,742,759,830,,,760,4390,4390,4459,,
testnet,default,transfer-erc20-test,0,682,713,787,,,716,4309,4348,4415,,
testnet,default,transfer-cadence-soft-finality-test,0,568,614,718,615,3939,,,3940,4048,615,8387
testnet,default,transfer-cadence-test,0,547,588,675,589,3898,,,3912,7544,591,8327
mainnet,default,transfer-test,0,825,864,1026,,,864,7859,7881,7953,,
testnet,ALCHEMY_URL,transfer-test,0,1071,1111,1223,,,1112,5383,5402,5516,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,699,708,825,,,711,4792,4797,4905,,
mainnet,ALCHEMY_URL,transfer-test,0,1297,1314,1447,,,1314,8832,8876,8971,,
testnet,QUICKNODE_URL,transfer-test,0,668,709,779,,,710,4332,4341,4410,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,664,712,786,,,715,4340,4355,4426,,
mainnet,QUICKNODE_URL,transfer-test,0,637,657,729,,,658,4466,4508,4580,,
