network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,649,652,685,,,,,,,653,3905,3917,3951,,,,
testnet,default,transfer-erc20-test,,,0,625,653,688,,,,,,,654,3882,3919,3950,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,441,452,485,,,,,453,4638,,,4664,4697,,,454,7790
testnet,default,transfer-cadence-test,,,0,307,348,406,,,,,348,4590,,,4613,6448,,,350,6685
mainnet,default,transfer-test,,,0,694,702,707,,,,,,,702,6944,6982,6987,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,280,311,375,,,,,312,3867,,,3881,3945,,,313,10182
testnet,ALCHEMY_URL,transfer-test,,,0,641,654,699,,,,,,,655,4068,4083,4125,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,537,553,592,,,,,,,555,3844,3874,3919,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,653,653,699,,,,,,,653,7222,7234,7278,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,346,361,368,,,,,,,362,3398,3445,3450,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,408,451,460,,,,,,,454,3489,3518,3525,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,391,402,408,,,,,,,402,6646,6690,6695,,,,
mainnet,default,headless-kittypunch-swap-1,0,20630,,,,,20652,29011,29014,47270,,,,,,,47284,53656,,
