network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1013,1019,1126,,,,,,,,,1020,8015,8061,8119,,,,
testnet,default,transfer-erc20-test,,,0,933,969,1081,,,,,,,,,972,7817,7817,7878,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,629,646,756,,,,,,,647,8409,,,8451,8561,,,649,11652
testnet,default,transfer-cadence-test,,,0,391,426,515,,,,,,,427,8145,,,8180,9938,,,429,10326
mainnet,default,transfer-test,,,0,730,765,837,,,,,,,,,766,7473,7499,7571,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,593,602,733,,,,,,,603,7412,,,7442,7557,,,605,10850
testnet,ALCHEMY_URL,transfer-test,,,0,1086,1123,1240,,,,,,,,,1123,8169,8174,8258,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1198,1223,1350,,,,,,,,,1226,8177,8214,8308,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1224,1225,1308,,,,,,,,,1224,8577,8624,8788,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,819,816,884,,,,,,,,,817,7698,7705,7777,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,880,918,995,,,,,,,,,921,7796,7813,7886,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,786,816,889,,,,,,,,,816,7526,7553,7625,,,,
mainnet,default,headless-kittypunch-swap-1,0,21131,,,,,21149,30511,,,30536,48966,,,,,,,48972,55545,,
mainnet,default,headless-kittypunch-swap-2,0,1971,,,,,,,2010,8813,8851,27441,,,,,,,27477,34329,,
