network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,635,662,698,,,,,,,,,663,3975,3984,4019,,,,
testnet,default,transfer-erc20-test,,,0,604,611,651,,,,,,,,,614,3926,3934,3970,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,459,491,535,,,,,,,492,4129,,,4168,4205,,,493,7290
testnet,default,transfer-cadence-test,,,0,277,287,348,,,,,,,287,3484,,,3505,6827,,,289,7690
mainnet,default,transfer-test,,,0,680,713,723,,,,,,,,,714,13405,13418,13427,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,280,326,395,,,,,,,327,3898,,,3902,3970,,,329,10361
testnet,ALCHEMY_URL,transfer-test,,,0,389,407,455,,,,,,,,,408,3749,3775,3824,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,404,407,448,,,,,,,,,410,3690,3730,3778,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,671,713,802,,,,,,,,,714,7251,7298,7337,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,286,305,314,,,,,,,,,306,3374,3418,3427,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,270,306,319,,,,,,,,,308,3378,3400,3410,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,293,305,316,,,,,,,,,306,6586,6635,6645,,,,
mainnet,default,headless-kittypunch-swap-1,0,20897,,,,,20941,29581,,,29616,47959,,,,,,,48002,54839,,
mainnet,default,headless-kittypunch-swap-2,0,1905,,,,,,,1954,8272,8286,26622,,,,,,,26624,33071,,
