network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,674,708,771,,,709,7444,7484,7545,,
testnet,default,transfer-erc20-test,0,554,558,621,,,561,7330,7339,7398,,
testnet,default,transfer-cadence-soft-finality-test,0,615,620,716,620,6003,,,6012,6105,622,9294
testnet,default,transfer-cadence-test,0,500,550,629,550,4856,,,4880,8406,552,9235
mainnet,default,transfer-test,0,676,708,767,,,709,7490,7536,7594,,
testnet,ALCHEMY_URL,transfer-test,0,1755,1766,2055,,,1767,6531,6566,6831,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1695,1716,2007,,,1719,9845,9850,10152,,
mainnet,ALCHEMY_URL,transfer-test,0,862,861,983,,,862,4783,4813,4930,,
testnet,QUICKNODE_URL,transfer-test,0,655,659,715,,,659,7421,7443,7499,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,496,508,563,,,511,7260,7306,7371,,
mainnet,QUICKNODE_URL,transfer-test,0,624,661,719,,,662,7423,7449,7506,,
