providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),GetBalance_Await_hash(waiting),GetBalance_Await_hash(completed),GetBalance_Await_receipt->Change(waiting),GetBalance_Await_receipt->Change(completed),WaitForTransactionExecuted(waiting),WaitForTransactionExecuted(completed),WaitForTransactionReceiptAction(waiting),WaitForTransactionReceiptAction(completed),WaitForTransactionSealed(waiting),WaitForTransactionSealed(completed)
default,transfer-test,0,1060,1100,1166,7950,8076,,,1100,7982,,
default,transfer-erc20-test,0,919,950,1021,7750,7859,,,950,7791,,
default,transfer-cadence-soft-finality-test,0,525,500,625,5950,6105,500,6041,,,500,9291
default,transfer-cadence-test,0,598,550,740,6300,8153,550,6376,,,550,8759
ALCHEMY_URL,transfer-test,0,2299,2300,2463,60000,120302,,,2300,92315,,
ALCHEMY_URL,transfer-erc20-test,0,984,1000,1136,60000,120453,,,1000,91013,,
