network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,630,652,683,,,,,,,,,656,3878,3920,3950,,,,
testnet,default,transfer-erc20-test,,,1,648,652,687,,,,,,,,,655,3880,3920,3951,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,444,458,516,,,,,,,459,3590,,,3623,3680,,,460,7805
testnet,default,transfer-cadence-test,,,0,276,290,375,,,,,,,291,4575,,,4614,6533,,,292,6666
mainnet,default,transfer-test,,,0,601,604,611,,,,,,,,,605,6847,6887,6892,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,473,477,541,,,,,,,478,8798,,,8810,8875,,,479,11964
testnet,ALCHEMY_URL,transfer-test,,,0,808,811,861,,,,,,,,,812,4105,4142,4184,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,529,557,597,,,,,,,,,560,3791,3837,3869,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,552,555,591,,,,,,,,,556,7014,7055,7082,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,393,406,412,,,,,,,,,407,3437,3485,3489,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,1,332,355,364,,,,,,,,,358,3390,3440,3446,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,367,402,411,,,,,,,,,403,6643,6677,6683,,,,
mainnet,default,headless-kittypunch-swap-1,0,20825,,,,,20867,29099,,,29119,47510,,,,,,,47550,53650,,
mainnet,default,headless-kittypunch-swap-2,0,20585,,,,,,,20605,26771,26791,45309,,,,,,,45354,51691,,
