network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,325,352,362,,,,,,,353,6628,6655,6664,,,,
testnet,default,transfer-erc20-test,,,0,260,304,318,,,,,,,306,6588,6612,6622,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,460,468,512,,,,,469,5696,,,5696,5737,,,471,8827
testnet,default,transfer-cadence-test,,,0,245,249,271,,,,,250,4401,,,4423,7917,,,252,8575
mainnet,default,transfer-test,,,0,561,605,615,,,,,,,606,13293,13332,13341,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,401,429,481,,,,,429,7612,,,7620,7671,,,431,11781
testnet,ALCHEMY_URL,transfer-test,,,0,570,606,639,,,,,,,607,7070,7116,7147,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,508,554,580,,,,,,,557,6945,6967,6990,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,423,459,476,,,,,,,459,6827,6877,6893,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,188,202,211,,,,,,,202,6475,6507,6515,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,252,251,263,,,,,,,254,6527,6568,6579,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,266,303,313,,,,,,,304,6589,6611,6621,,,,
mainnet,default,headless-kittypunch-swap-3,0,17931,,,,,17963,20765,20805,36509,,,,,,,36555,43903,,
