network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,518,553,609,,,,,,,,,554,7016,7032,7065,,,,
testnet,default,transfer-erc20-test,,,0,626,662,698,,,,,,,,,665,7150,7199,7231,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,621,632,668,,,,,,,632,4846,,,4871,4928,,,633,7980
testnet,default,transfer-cadence-test,,,0,470,483,534,,,,,,,484,5760,,,5793,8261,,,486,8871
mainnet,default,transfer-test,,,0,669,715,721,,,,,,,,,716,6963,6992,6997,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,628,650,726,,,,,,,651,9408,,,9426,9474,,,652,11567
testnet,ALCHEMY_URL,transfer-test,,,0,636,664,697,,,,,,,,,664,7137,7142,7167,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,458,458,499,,,,,,,,,461,6887,6893,6917,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,512,510,589,,,,,,,,,511,6922,6952,6979,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,304,306,312,,,,,,,,,307,6549,6590,6595,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,240,255,264,,,,,,,,,258,6499,6532,6539,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,597,612,619,,,,,,,,,613,6859,6877,6883,,,,
mainnet,default,headless-kittypunch-swap-1,0,20795,,,,,20826,29270,,,29304,47626,,,,,,,47630,54603,,
mainnet,default,headless-kittypunch-swap-2,0,1853,,,,,,,1877,8148,8155,26883,,,,,,,26907,33385,,
