network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,727,764,821,,,765,4268,4302,4358,,
testnet,default,transfer-erc20-test,0,625,655,720,,,658,4180,4199,4260,,
testnet,default,transfer-cadence-soft-finality-test,0,618,663,763,663,3968,,,3983,4080,665,7281
testnet,default,transfer-cadence-test,0,490,533,602,533,3855,,,3855,6981,535,7170
mainnet,default,transfer-test,0,1258,1265,1323,,,1265,8048,8051,8108,,
mainnet,default,transfer-cadence-soft-finality-test,0,578,605,712,605,5452,,,5494,5599,606,8769
testnet,ALCHEMY_URL,transfer-test,0,1272,1317,1495,,,1318,5720,5762,5881,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1036,1061,1212,,,1064,5246,5266,5432,,
mainnet,ALCHEMY_URL,transfer-test,0,993,1020,1150,,,1021,8610,8626,8764,,
testnet,QUICKNODE_URL,transfer-test,0,634,663,717,,,664,4149,4186,4243,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,622,663,725,,,667,4170,4187,4246,,
mainnet,QUICKNODE_URL,transfer-test,0,1261,1274,1335,,,1274,8073,8114,8174,,
