network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,728,756,782,,,,,,,,,757,3984,3990,4016,,,,
testnet,default,transfer-erc20-test,,,0,648,656,686,,,,,,,,,659,7109,7128,7155,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,563,600,660,,,,,,,600,4863,,,4879,4939,,,602,6987
testnet,default,transfer-cadence-test,,,0,320,361,410,,,,,,,362,3541,,,3582,6597,,,363,6726
mainnet,default,transfer-test,,,0,933,958,998,,,,,,,,,959,7546,7577,7617,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,483,528,606,,,,,,,529,6796,,,6819,6903,,,530,13262
testnet,ALCHEMY_URL,transfer-test,,,0,1476,1512,1711,,,,,,,,,1512,5687,5701,5809,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,981,1008,1217,,,,,,,,,1010,4951,4955,5050,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1245,1264,1355,,,,,,,,,1265,5488,5512,5696,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,704,709,738,,,,,,,,,710,3986,3987,4016,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,629,659,689,,,,,,,,,661,3885,3890,3917,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,711,755,795,,,,,,,,,756,7290,7314,7347,,,,
mainnet,default,headless-kittypunch-swap-1,0,21342,,,,,21343,24019,,,24024,42243,,,,,,,42252,49079,,
mainnet,default,headless-kittypunch-swap-2,0,2493,,,,,,,2503,5999,6050,24476,,,,,,,24511,30904,,
