network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,786,809,835,,,,,,,809,7255,7282,7311,,,,
testnet,default,transfer-erc20-test,,,0,513,555,585,,,,,,,558,7012,7024,7052,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,838,871,932,,,,,872,6183,,,6201,6262,,,873,9381
testnet,default,transfer-cadence-test,,,0,372,405,454,,,,,406,5711,,,5741,9358,,,408,9964
mainnet,default,transfer-test,,,0,1039,1061,1107,,,,,,,1062,7633,7636,7673,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,744,762,843,,,,,763,12344,,,12373,12463,,,764,15581
testnet,ALCHEMY_URL,transfer-test,,,0,1559,1567,1787,,,,,,,1568,5815,5858,6067,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1669,1667,1875,,,,,,,1670,5979,6009,6219,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1564,1563,1784,,,,,,,1564,9469,9496,9610,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,355,356,386,,,,,,,357,6836,6882,6910,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,429,453,486,,,,,,,456,6932,6973,7003,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,568,604,650,,,,,,,605,7246,7269,7314,,,,
mainnet,default,headless-kittypunch-swap-1,0,21254,,,,,21286,24048,24092,42869,,,,,,,42895,49242,,
