network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,423,461,469,,,,,,,,,461,3529,3573,3581,,,,
testnet,default,transfer-erc20-test,,,0,320,358,370,,,,,,,,,360,3429,3472,3482,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,446,453,492,,,,,,,454,4657,,,4688,4729,,,455,7794
testnet,default,transfer-cadence-test,,,0,233,238,258,,,,,,,239,4380,,,4424,6972,,,240,7510
mainnet,default,transfer-test,,,0,712,716,725,,,,,,,,,717,6998,7042,7051,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,484,503,554,,,,,,,504,6530,,,6574,6625,,,505,9688
testnet,ALCHEMY_URL,transfer-test,,,0,464,512,559,,,,,,,,,512,3857,3879,3921,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,449,464,518,,,,,,,,,467,3779,3783,3836,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,223,255,264,,,,,,,,,255,3324,3368,3376,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,256,255,269,,,,,,,,,258,6533,6583,6593,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,463,460,470,,,,,,,,,461,6742,6786,6795,,,,
mainnet,default,headless-kittypunch-swap-3,0,17938,,,,,17977,21465,,,21506,37193,,,,,,,37216,44559,,
mainnet,default,headless-kittypunch-swap-4,0,1615,,,,,,,1638,5598,5631,21450,,,,,,,21491,28825,,
