network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1429,1430,1492,,,,,,,,,1431,4971,4996,5056,,,,
testnet,default,transfer-erc20-test,,,0,812,820,876,,,,,,,,,823,4307,4347,4405,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,698,700,795,,,,,,,701,4085,,,4125,4228,,,702,7384
testnet,default,transfer-cadence-test,,,0,593,603,684,,,,,,,604,3970,,,3975,7450,,,605,8339
mainnet,default,transfer-test,,,0,1082,1127,1189,,,,,,,,,1128,7724,7763,7821,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,683,712,815,,,,,,,713,7874,,,7907,8064,,,714,11270
testnet,ALCHEMY_URL,transfer-test,,,1,2026,2041,2195,,,,,,,,,2042,6578,6584,6714,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1940,1939,2197,,,,,,,,,1942,6217,6229,6350,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1583,1583,1865,,,,,,,,,1584,5918,5927,6056,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,920,921,982,,,,,,,,,922,4462,4494,4554,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,694,714,772,,,,,,,,,717,4200,4241,4299,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,599,613,671,,,,,,,,,613,3942,3985,4046,,,,
mainnet,default,headless-kittypunch-swap-3,0,17640,,,,,17649,75529,,,75556,91431,,,,,,,91465,101340,,
mainnet,default,headless-kittypunch-swap-4,0,1880,,,,,,,1894,6249,6249,21982,,,,,,,21995,30352,,
