network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1001,1006,1115,,,1007,4496,4526,4587,,
testnet,default,transfer-erc20-test,0,705,706,773,,,709,4252,4285,4348,,
testnet,default,transfer-cadence-soft-finality-test,0,544,578,643,579,4939,,,4955,5019,580,7070
testnet,default,transfer-cadence-test,0,605,642,774,643,3990,,,4013,6500,645,7184
mainnet,default,transfer-test,0,737,751,823,,,752,7454,7474,7546,,
mainnet,default,transfer-cadence-soft-finality-test,0,858,867,1029,867,9223,,,9255,9419,869,11589
testnet,ALCHEMY_URL,transfer-test,0,972,1004,1124,,,1005,4793,4828,4980,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,945,956,1078,,,959,4820,4835,4944,,
mainnet,ALCHEMY_URL,transfer-test,0,748,751,847,,,752,7805,7832,7924,,
testnet,QUICKNODE_URL,transfer-test,0,856,859,934,,,858,4518,4543,4617,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,887,910,990,,,912,4576,4593,4670,,
mainnet,QUICKNODE_URL,transfer-test,0,1050,1054,1127,,,1055,4485,4533,4604,,
