network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,884,908,973,,,,,,,909,4453,4477,4538,,,,
testnet,default,transfer-erc20-test,,,0,1012,1010,1124,,,,,,,1013,4502,4540,4602,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,605,641,712,,,,,642,3940,,,3959,4023,,,642,7137
testnet,default,transfer-cadence-test,,,0,386,426,553,,,,,426,4789,,,4826,6795,,,428,6916
mainnet,default,transfer-test,,,0,1058,1066,1138,,,,,,,1067,7768,7815,7886,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,923,924,1041,,,,,925,6282,,,6310,6426,,,926,10757
testnet,ALCHEMY_URL,transfer-test,,,0,906,907,1024,,,,,,,907,4658,4678,4797,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,800,807,925,,,,,,,810,4537,4538,4633,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,922,958,1056,,,,,,,959,8124,8164,8254,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,760,804,884,,,,,,,805,4480,4487,4558,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,664,708,783,,,,,,,711,4343,4390,4463,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,703,709,781,,,,,,,710,7413,7455,7527,,,,
mainnet,default,headless-kittypunch-swap-1,0,20969,,,,,20971,29801,29813,48523,,,,,,,48573,55400,,
