network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,1,514,553,562,,,554,6839,6871,6879,,
testnet,default,transfer-erc20-test,0,245,252,265,,,254,6531,6565,6576,,
testnet,default,transfer-cadence-soft-finality-test,0,278,284,325,284,5451,,,5461,5502,285,9638
testnet,default,transfer-cadence-test,0,226,236,257,236,5393,,,5424,8432,238,8528
mainnet,default,transfer-test,0,351,353,362,,,353,6758,6778,6827,,
mainnet,default,transfer-cadence-soft-finality-test,0,419,421,486,421,4942,,,4943,4994,423,10218
testnet,ALCHEMY_URL,transfer-test,0,252,252,281,,,253,6688,6730,6752,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,286,302,324,,,305,6695,6711,6734,,
mainnet,ALCHEMY_URL,transfer-test,0,256,303,320,,,304,6653,6703,6719,,
testnet,QUICKNODE_URL,transfer-test,0,262,303,313,,,304,6583,6603,6612,,
testnet,QUICKNODE_URL,transfer-erc20-test,1,209,251,263,,,253,6525,6573,6584,,
mainnet,QUICKNODE_URL,transfer-test,0,2416,2416,2467,,,2417,8821,8829,8839,,
