network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,601,605,626,,,606,3753,3782,3802,,
testnet,default,transfer-erc20-test,0,608,653,675,,,656,3806,3816,3835,,
testnet,default,transfer-cadence-soft-finality-test,0,423,433,456,432,4532,,,4553,4577,434,7599
testnet,default,transfer-cadence-test,0,369,393,452,393,5513,,,5526,6725,395,7559
mainnet,default,transfer-test,0,1170,1212,1236,,,1212,7635,7666,7689,,
mainnet,default,transfer-cadence-soft-finality-test,0,500,508,596,509,7139,,,7144,7209,510,10343
testnet,ALCHEMY_URL,transfer-test,0,713,757,831,,,758,4257,4281,4344,,
testnet,ALCHEMY_URL,transfer-erc20-test,1,506,554,624,,,556,3985,4036,4118,,
mainnet,ALCHEMY_URL,transfer-test,0,606,653,708,,,653,7397,7445,7511,,
testnet,QUICKNODE_URL,transfer-test,0,494,503,523,,,504,3663,3689,3708,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,455,501,525,,,504,6881,6904,6925,,
mainnet,QUICKNODE_URL,transfer-test,0,568,603,627,,,604,7050,7061,7085,,
