network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,451,455,475,,,456,3631,3636,3655,,
testnet,default,transfer-erc20-test,0,261,302,326,,,305,3462,3486,3506,,
testnet,default,transfer-cadence-soft-finality-test,0,349,392,445,393,3572,,,3614,3670,394,7793
testnet,default,transfer-cadence-test,0,308,355,388,355,3546,,,3546,6908,357,7769
mainnet,default,transfer-test,0,764,812,845,,,813,7326,7359,7467,,
mainnet,default,transfer-cadence-soft-finality-test,0,387,400,469,400,5015,,,5037,5102,402,10312
testnet,ALCHEMY_URL,transfer-test,0,422,454,496,,,455,3779,3786,3823,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,375,408,460,,,410,3740,3744,3791,,
mainnet,ALCHEMY_URL,transfer-test,0,443,457,504,,,458,6980,7027,7055,,
testnet,QUICKNODE_URL,transfer-test,0,288,304,324,,,305,3481,3491,3509,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,245,253,277,,,256,3414,3442,3463,,
mainnet,QUICKNODE_URL,transfer-test,0,400,404,429,,,405,7187,7230,7343,,
