network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1110,1121,1207,,,,,,,,,1122,7865,7906,7950,,,,
testnet,default,transfer-erc20-test,,,0,664,662,712,,,,,,,,,665,7327,7347,7394,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,621,633,721,,,,,,,634,8235,,,8235,8284,,,635,10372
testnet,default,transfer-cadence-test,,,0,425,435,503,,,,,,,436,4747,,,4775,7650,,,437,7894
mainnet,default,transfer-test,,,0,787,816,874,,,,,,,,,816,4116,4136,4192,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,528,561,675,,,,,,,562,9087,,,9087,9203,,,562,11357
testnet,ALCHEMY_URL,transfer-test,,,0,1291,1325,1446,,,,,,,,,1326,8539,8570,8689,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1136,1173,1286,,,,,,,,,1175,8349,8370,8485,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1168,1173,1338,,,,,,,,,1174,8321,8367,8480,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,721,764,821,,,,,,,,,765,7520,7549,7605,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,657,662,727,,,,,,,,,665,7465,7500,7562,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,611,612,669,,,,,,,,,613,7171,7196,7257,,,,
mainnet,default,headless-kittypunch-swap-1,0,21333,,,,,21332,29674,,,29702,48587,,,,,,,48595,55448,,
mainnet,default,headless-kittypunch-swap-2,0,2120,,,,,,,2159,8484,8503,26865,,,,,,,26880,33724,,
