network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,702,708,775,,,709,7562,7573,7639,,
testnet,default,transfer-erc20-test,0,728,757,832,,,760,7625,7672,7743,,
testnet,default,transfer-cadence-soft-finality-test,0,559,607,711,608,6048,,,6048,6151,609,10475
testnet,default,transfer-cadence-test,0,552,600,684,601,6067,,,6090,9318,602,9383
mainnet,default,transfer-test,0,953,963,1039,,,964,7908,7923,8000,,
testnet,ALCHEMY_URL,transfer-test,0,1585,1618,1882,,,1619,5878,5903,6156,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1375,1414,1534,,,1416,9654,9690,9945,,
mainnet,ALCHEMY_URL,transfer-test,0,1560,1563,1820,,,1564,6162,6209,6312,,
testnet,QUICKNODE_URL,transfer-test,0,653,658,725,,,659,7529,7536,7606,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,602,608,678,,,611,7464,7475,7543,,
mainnet,QUICKNODE_URL,transfer-test,0,943,960,1037,,,961,4635,4648,4725,,
