network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,763,804,865,,,,,,,805,4297,4324,4385,,,,
testnet,default,transfer-erc20-test,,,0,1891,1910,1978,,,,,,,1913,5405,5436,5498,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,645,681,744,,,,,682,3980,,,3999,4061,,,683,8240
testnet,default,transfer-cadence-test,,,0,552,586,674,,,,,587,4945,,,4955,7307,,,588,8144
mainnet,default,transfer-test,,,0,769,804,875,,,,,,,805,7508,7540,7611,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,1,546,552,707,,,,,552,8406,,,8436,8565,,,554,9558
testnet,ALCHEMY_URL,transfer-test,,,0,1250,1255,1375,,,,,,,1256,5095,5130,5245,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1103,1104,1211,,,,,,,1107,4915,4924,5038,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,980,1011,1119,,,,,,,1012,8092,8101,8220,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,807,854,926,,,,,,,855,4452,4474,4540,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,700,702,778,,,,,,,705,4299,4331,4399,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,847,854,926,,,,,,,855,7556,7580,7652,,,,
mainnet,default,headless-kittypunch-swap-1,0,21032,,,,,21065,29724,29736,48131,,,,,,,48168,55132,,
