network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,326,354,373,,,355,6730,6733,6752,,
testnet,default,transfer-erc20-test,0,321,354,381,,,357,6745,6784,6804,,
testnet,default,transfer-cadence-soft-finality-test,0,515,553,615,554,5704,,,5733,5790,556,9926
testnet,default,transfer-cadence-test,0,361,397,440,397,6627,,,6634,9697,398,9819
mainnet,default,transfer-test,0,573,605,629,,,606,3831,3841,3865,,
testnet,ALCHEMY_URL,transfer-test,0,392,403,445,,,404,6964,6973,7016,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,332,354,385,,,357,6871,6872,6920,,
mainnet,ALCHEMY_URL,transfer-test,0,415,457,488,,,458,6948,6976,7003,,
testnet,QUICKNODE_URL,transfer-test,0,373,405,424,,,406,6797,6826,6844,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,413,457,488,,,459,6921,6941,6969,,
mainnet,QUICKNODE_URL,transfer-test,0,347,356,471,,,357,6994,7024,7048,,
