network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,871,912,973,,,913,4418,4450,4510,,
testnet,default,transfer-erc20-test,0,602,608,668,,,611,4125,4149,4211,,
testnet,default,transfer-cadence-soft-finality-test,0,636,644,734,645,4012,,,4022,4113,647,7297
mainnet,default,transfer-test,0,690,715,780,,,716,7295,7313,7373,,
mainnet,default,transfer-cadence-soft-finality-test,0,561,563,661,563,9255,,,9277,9374,565,15946
testnet,ALCHEMY_URL,transfer-test,0,1910,1920,2167,,,1921,6522,6522,6641,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1145,1165,1452,,,1166,5369,5371,5532,,
mainnet,ALCHEMY_URL,transfer-test,0,1694,1717,1948,,,1717,9258,9307,9410,,
testnet,QUICKNODE_URL,transfer-test,0,588,605,666,,,606,4147,4193,4249,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,703,710,774,,,713,4188,4194,4256,,
mainnet,QUICKNODE_URL,transfer-test,0,721,757,815,,,758,7319,7365,7431,,
