network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,760,766,826,,,766,7545,7551,7609,,
testnet,default,transfer-erc20-test,0,552,560,622,,,563,7351,7398,7458,,
testnet,default,transfer-cadence-soft-finality-test,0,674,679,774,679,5149,,,5171,5262,681,9528
testnet,default,transfer-cadence-test,0,501,504,581,504,5928,,,5966,8651,506,9220
mainnet,default,transfer-test,0,952,969,1031,,,970,7847,7861,7923,,
mainnet,default,transfer-cadence-soft-finality-test,0,550,580,680,580,7735,,,7774,7873,582,12097
testnet,ALCHEMY_URL,transfer-test,0,1446,1480,1603,,,1480,6115,6127,6397,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1568,1581,1703,,,1584,9691,9698,9813,,
mainnet,ALCHEMY_URL,transfer-test,1,863,868,993,,,868,11752,11787,11899,,
testnet,QUICKNODE_URL,transfer-test,0,525,559,618,,,560,7336,7347,7406,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,512,511,574,,,514,7298,7302,7362,,
mainnet,QUICKNODE_URL,transfer-test,0,1390,1429,1492,,,1430,8219,8228,8375,,
