network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,892,904,964,,,905,4436,4486,4548,,
testnet,default,transfer-erc20-test,0,952,955,1021,,,957,4491,4535,4596,,
testnet,default,transfer-cadence-soft-finality-test,0,488,525,589,526,4971,,,5006,5070,527,7101
testnet,default,transfer-cadence-test,0,492,525,680,526,5081,,,5104,6578,528,7213
mainnet,default,transfer-test,0,986,1006,1078,,,1007,7758,7786,7858,,
mainnet,default,transfer-cadence-soft-finality-test,0,772,822,950,822,5816,,,5846,5976,824,12597
testnet,ALCHEMY_URL,transfer-test,0,997,1005,1145,,,1005,4828,4877,4999,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,717,752,878,,,755,4524,4526,4663,,
mainnet,ALCHEMY_URL,transfer-test,0,862,905,1047,,,906,8230,8241,8366,,
testnet,QUICKNODE_URL,transfer-test,0,857,902,977,,,903,4578,4627,4701,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,892,902,981,,,905,4571,4580,4656,,
mainnet,QUICKNODE_URL,transfer-test,0,745,755,826,,,756,7458,7501,7572,,
