network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,1,1003,1007,1089,,,1008,7548,7558,7593,,
testnet,default,transfer-erc20-test,0,659,705,753,,,707,7253,7260,7295,,
testnet,default,transfer-cadence-soft-finality-test,0,577,596,659,597,7040,,,7075,7111,599,9188
testnet,default,transfer-cadence-test,0,786,804,867,804,5536,,,5536,8695,806,8873
mainnet,default,transfer-test,0,667,704,719,,,705,7036,7057,7071,,
mainnet,default,transfer-cadence-soft-finality-test,0,549,556,617,557,4110,,,4123,4187,558,10779
testnet,ALCHEMY_URL,transfer-test,0,580,602,644,,,603,7146,7192,7234,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,470,503,565,,,507,7028,7036,7083,,
mainnet,ALCHEMY_URL,transfer-test,0,526,554,584,,,555,7177,7196,7247,,
testnet,QUICKNODE_URL,transfer-test,0,529,551,560,,,551,6822,6829,6837,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,291,304,317,,,307,6579,6625,6635,,
mainnet,QUICKNODE_URL,transfer-test,1,715,755,771,,,756,7085,7089,7103,,
