network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,430,456,460,,,456,6690,6722,6726,,
testnet,default,transfer-erc20-test,0,261,304,311,,,306,6542,6567,6572,,
testnet,default,transfer-cadence-soft-finality-test,0,402,406,447,407,5479,,,5485,5527,408,8605
testnet,default,transfer-cadence-test,0,299,332,354,332,5402,,,5409,8622,333,8525
mainnet,default,transfer-test,0,576,607,613,,,607,3649,3689,3694,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,634,661,677,,,664,8876,8893,9382,,
mainnet,ALCHEMY_URL,transfer-test,0,174,203,216,,,204,13007,13051,13063,,
testnet,QUICKNODE_URL,transfer-test,0,211,251,256,,,252,6485,6516,6520,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,214,252,259,,,255,6489,6517,6522,,
mainnet,QUICKNODE_URL,transfer-test,0,551,555,561,,,556,6802,6810,6815,,
