network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,710,708,734,,,708,7177,7225,7251,,
testnet,default,transfer-erc20-test,0,482,503,537,,,506,6995,7018,7048,,
testnet,default,transfer-cadence-soft-finality-test,0,533,571,632,572,6999,,,7014,7072,573,10190
testnet,default,transfer-cadence-test,0,361,399,439,399,4675,,,4676,7740,401,7861
mainnet,default,transfer-test,0,840,860,899,,,860,7444,7480,7519,,
mainnet,default,transfer-cadence-soft-finality-test,0,681,702,781,703,5380,,,5384,5468,704,10805
testnet,ALCHEMY_URL,transfer-test,0,470,506,554,,,507,7132,7165,7202,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,382,404,445,,,406,7008,7018,7057,,
mainnet,ALCHEMY_URL,transfer-test,0,422,455,509,,,455,7026,7072,7107,,
testnet,QUICKNODE_URL,transfer-test,0,511,554,581,,,555,7014,7059,7085,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,337,357,392,,,360,6857,6874,6906,,
mainnet,QUICKNODE_URL,transfer-test,0,609,656,698,,,657,7240,7269,7308,,
