network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,911,911,997,,,,,,,,,912,7610,7646,7690,,,,
testnet,default,transfer-erc20-test,,,0,823,853,902,,,,,,,,,856,7435,7440,7487,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,596,633,722,,,,,,,634,6146,,,6154,6242,,,635,9412
testnet,default,transfer-cadence-test,,,0,532,576,623,,,,,,,577,6899,,,6899,8760,,,578,8995
mainnet,default,transfer-test,,,0,1085,1107,1178,,,,,,,,,1108,7802,7814,7885,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,702,749,873,,,,,,,750,31899,,,31903,32076,,,751,31900
testnet,ALCHEMY_URL,transfer-test,,,0,1353,1358,1475,,,,,,,,,1359,8614,8640,8751,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1196,1208,1311,,,,,,,,,1211,8384,8392,8498,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,845,854,966,,,,,,,,,854,8349,8390,8761,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,705,752,813,,,,,,,,,753,7516,7533,7589,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,616,655,719,,,,,,,,,657,7450,7493,7555,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,570,607,678,,,,,,,,,608,7303,7311,7382,,,,
mainnet,default,headless-kittypunch-swap-1,0,21132,,,,,21151,29740,,,29744,48247,,,,,,,48252,55146,,
mainnet,default,headless-kittypunch-swap-2,0,1977,,,,,,,2000,8150,8193,26643,,,,,,,26674,33524,,
