network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,995,1019,1091,,,1020,7917,7962,8032,,
testnet,default,transfer-erc20-test,0,620,663,738,,,666,7547,7553,7626,,
testnet,default,transfer-cadence-soft-finality-test,0,749,793,897,794,6393,,,6407,6512,796,9719
testnet,default,transfer-cadence-test,0,551,595,685,596,7341,,,7381,10023,598,10678
mainnet,default,transfer-test,0,1033,1071,1148,,,1072,4753,4803,4885,,
mainnet,default,transfer-cadence-soft-finality-test,0,3882,3882,3995,3882,8132,,,8167,8275,3884,11486
testnet,ALCHEMY_URL,transfer-test,0,901,918,1148,,,919,8130,8165,8274,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,735,764,871,,,767,7802,7814,7903,,
mainnet,ALCHEMY_URL,transfer-test,0,623,666,784,,,667,7687,7707,7798,,
testnet,QUICKNODE_URL,transfer-test,0,679,714,785,,,714,7630,7654,7726,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,580,612,683,,,615,7486,7505,7577,,
mainnet,QUICKNODE_URL,transfer-test,0,745,764,843,,,765,7726,7761,7839,,
