network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,681,713,770,,,,,,,,,713,3979,3985,4016,,,,
testnet,default,transfer-erc20-test,,,0,767,765,825,,,,,,,,,768,4048,4083,4115,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,442,453,487,,,,,,,453,4686,,,4691,4728,,,455,6834
testnet,default,transfer-cadence-test,,,0,357,378,435,,,,,,,378,4637,,,4674,7210,,,380,7791
mainnet,default,transfer-test,,,0,538,561,567,,,,,,,,,562,6806,6839,6846,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,707,743,791,,,,,,,743,7463,,,7480,7528,,,745,10531
testnet,ALCHEMY_URL,transfer-test,,,0,461,459,495,,,,,,,,,460,3745,3780,3812,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,306,305,374,,,,,,,,,308,3603,3623,3656,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,527,560,591,,,,,,,,,561,7026,7043,7068,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,463,510,516,,,,,,,,,510,6755,6788,6793,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,414,458,467,,,,,,,,,461,6708,6737,6745,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,655,662,669,,,,,,,,,663,6908,6939,6945,,,,
mainnet,default,headless-kittypunch-swap-1,0,20989,,,,,21012,29329,,,29379,48136,,,,,,,48170,54704,,
mainnet,default,headless-kittypunch-swap-2,0,2047,,,,,,,2055,8173,8184,26689,,,,,,,26721,33212,,
